STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,51625,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,52133,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,51790,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,50259.97,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,53321.55,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,53870.72,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,50606.41,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DEU,Germany,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,51016.68,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,5277,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,5367,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,5415,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,5523,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,5613.179,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,5381.417,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,5420.179,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,GRC,Greece,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,5440.27,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,3712,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,3721,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,3768,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,3729,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3780,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,3930.999,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,4041.542,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,3910.913,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,4114.745,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,HUN,Hungary,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,3956.662,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,194.554,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,219.861,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,225.347,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,247.495,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,250.39,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,225.078,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,245.654,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,227.352,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISL,Iceland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,223.502,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,2763.167,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,2768.043,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,2912.353,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,3085.652,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,3164.124,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,3190.826,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,IRL,Ireland,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,3134.84,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,5081.651345,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,5261.410983,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,5434.652957,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,5658.205813,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,5759.267997,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,5976.0297285599,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,6147.7807679811,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,6193.2257979777,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,6259.1117911841,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ISR,Israel,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,6382.9696296417,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,29524,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,30112,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,29572,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,30165,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,30023,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,28945.09,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,29254.38,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,28692.06,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ITA,Italy,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,28840.41,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,43981,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,43170,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,42894,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,42727,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,42737,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,41669,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,40953,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,JPN,Japan,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,38974,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,18705,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,19627,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,19523.6675,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,20452.921,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,21155.91,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,22544.634,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,22695,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,23038,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,KOR,Korea,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,22416,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,798.061,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,802.473,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,798.187,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,785.074,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,840.413,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,908.96,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,869.285,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,871.612,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LVA,Latvia,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,862.954,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,1299.998,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2016,,1272.061,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2017,,1286.434,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2018,,1300.572,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2019,,1318.626,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2020,,1349.947,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2021,,1345.007,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2022,,1316.971,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2023,,1281.802,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LTU,Lithuania,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2024,,1333.377,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,LUX,Luxembourg,A,Annual,MUNICIPAL,Total waste generated,T,Tonnes,2015,,345.95,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
